run	rep	trueqtl	NotSig	Sig	analysis	TBV_PVE	RAND_PVE
26	rep10	FALSE	45086	0	random	0.815992	0.927875
26	rep10	TRUE	456	0	random	0.815992	0.927875
26	rep2	FALSE	45275	0	random	0.828842	0.925495
26	rep2	TRUE	451	0	random	0.828842	0.925495
26	rep3	FALSE	44707	0	random	0.813922	0.929295
26	rep3	TRUE	450	0	random	0.813922	0.929295
26	rep4	FALSE	44978	0	random	0.819174	0.921249
26	rep4	TRUE	453	0	random	0.819174	0.921249
26	rep5	FALSE	45292	1	random	0.812052	0.923754
26	rep5	TRUE	456	0	random	0.812052	0.923754
26	rep6	FALSE	44959	0	random	0.819916	0.935556
26	rep6	TRUE	459	0	random	0.819916	0.935556
26	rep7	FALSE	44721	0	random	0.822494	0.933758
26	rep7	TRUE	444	0	random	0.822494	0.933758
26	rep8	FALSE	44366	0	random	0.816571	0.927026
26	rep8	TRUE	443	0	random	0.816571	0.927026
26	rep9	FALSE	44870	0	random	0.822687	0.932108
26	rep9	TRUE	456	0	random	0.822687	0.932108
27	rep1	FALSE	45275	0	random	0.837242	0.931144
27	rep1	TRUE	179	0	random	0.837242	0.931144
27	rep10	FALSE	45607	0	random	0.835371	0.923613
27	rep10	TRUE	183	0	random	0.835371	0.923613
27	rep2	FALSE	45146	1	random	0.838674	0.928056
27	rep2	TRUE	177	0	random	0.838674	0.928056
27	rep3	FALSE	44813	2	random	0.832531	0.926009
27	rep3	TRUE	181	0	random	0.832531	0.926009
27	rep4	FALSE	44513	0	random	0.843825	0.929325
27	rep4	TRUE	179	0	random	0.843825	0.929325
27	rep5	FALSE	45309	0	random	0.837958	0.924091
27	rep5	TRUE	181	0	random	0.837958	0.924091
27	rep6	FALSE	45468	0	random	0.835847	0.928179
27	rep6	TRUE	180	0	random	0.835847	0.928179
27	rep7	FALSE	45156	0	random	0.845128	0.926344
27	rep7	TRUE	182	0	random	0.845128	0.926344
27	rep8	FALSE	45094	0	random	0.829421	0.927572
27	rep8	TRUE	174	0	random	0.829421	0.927572
27	rep9	FALSE	45425	0	random	0.846726	0.924625
27	rep9	TRUE	181	0	random	0.846726	0.924625
28	rep1	FALSE	44972	0	random	0.781112	0.911382
28	rep1	TRUE	936	0	random	0.781112	0.911382
28	rep10	FALSE	45465	0	random	0.782543	0.904669
28	rep10	TRUE	931	0	random	0.782543	0.904669
28	rep2	FALSE	45210	0	random	0.764475	0.910432
28	rep2	TRUE	924	0	random	0.764475	0.910432
28	rep3	FALSE	44673	0	random	0.774817	0.920461
28	rep3	TRUE	911	0	random	0.774817	0.920461
28	rep4	FALSE	44565	1	random	0.775834	0.909978
28	rep4	TRUE	898	0	random	0.775834	0.909978
28	rep5	FALSE	45093	0	random	0.767383	0.916731
28	rep5	TRUE	901	0	random	0.767383	0.916731
28	rep6	FALSE	45136	0	random	0.764957	0.907907
28	rep6	TRUE	931	0	random	0.764957	0.907907
28	rep7	FALSE	44892	0	random	0.789323	0.919034
28	rep7	TRUE	912	0	random	0.789323	0.919034
28	rep8	FALSE	44833	1	random	0.773259	0.912636
28	rep8	TRUE	911	0	random	0.773259	0.912636
28	rep9	FALSE	45416	0	random	0.769625	0.906169
28	rep9	TRUE	930	0	random	0.769625	0.906169
29	rep1	FALSE	45406	1	random	0.78077	0.913363
29	rep1	TRUE	455	0	random	0.78077	0.913363
29	rep10	FALSE	45558	0	random	0.781312	0.910951
29	rep10	TRUE	466	0	random	0.781312	0.910951
29	rep2	FALSE	45770	4	random	0.787281	0.907166
29	rep2	TRUE	460	0	random	0.787281	0.907166
29	rep3	FALSE	45369	0	random	0.773426	0.906283
29	rep3	TRUE	460	0	random	0.773426	0.906283
29	rep4	FALSE	45532	0	random	0.763807	0.912488
29	rep4	TRUE	458	0	random	0.763807	0.912488
29	rep5	FALSE	45852	0	random	0.779074	0.90865
29	rep5	TRUE	457	0	random	0.779074	0.90865
29	rep6	FALSE	45361	0	random	0.781954	0.915429
29	rep6	TRUE	464	0	random	0.781954	0.915429
29	rep7	FALSE	45501	0	random	0.795859	0.911854
29	rep7	TRUE	449	0	random	0.795859	0.911854
29	rep8	FALSE	45036	2	random	0.773336	0.915587
29	rep8	TRUE	450	0	random	0.773336	0.915587
29	rep9	FALSE	45318	0	random	0.777925	0.916927
29	rep9	TRUE	459	0	random	0.777925	0.916927
30	rep1	FALSE	45815	0	random	0.763224	0.913164
30	rep1	TRUE	187	0	random	0.763224	0.913164
30	rep10	FALSE	46041	0	random	0.785583	0.91076
30	rep10	TRUE	191	0	random	0.785583	0.91076
30	rep2	FALSE	45858	0	random	0.791018	0.911056
30	rep2	TRUE	180	0	random	0.791018	0.911056
30	rep3	FALSE	45486	0	random	0.776306	0.912256
30	rep3	TRUE	181	0	random	0.776306	0.912256
30	rep4	FALSE	45027	0	random	0.792365	0.915573
30	rep4	TRUE	182	0	random	0.792365	0.915573
30	rep5	FALSE	45932	0	random	0.78292	0.918193
30	rep5	TRUE	184	0	random	0.78292	0.918193
30	rep6	FALSE	46007	0	random	0.787815	0.908723
30	rep6	TRUE	182	0	random	0.787815	0.908723
30	rep7	FALSE	45750	0	random	0.788406	0.914826
30	rep7	TRUE	186	0	random	0.788406	0.914826
30	rep8	FALSE	45468	1	random	0.783569	0.912918
30	rep8	TRUE	173	0	random	0.783569	0.912918
30	rep9	FALSE	45998	0	random	0.798548	0.918665
30	rep9	TRUE	183	0	random	0.798548	0.918665
31	rep1	FALSE	44991	0	random	0.794612	0.922874
31	rep1	TRUE	932	0	random	0.794612	0.922874
31	rep10	FALSE	45492	2	random	0.800925	0.923626
31	rep10	TRUE	934	0	random	0.800925	0.923626
31	rep2	FALSE	45300	0	random	0.79011	0.929787
31	rep2	TRUE	916	0	random	0.79011	0.929787
31	rep3	FALSE	44551	1	random	0.788854	0.926687
31	rep3	TRUE	904	0	random	0.788854	0.926687
31	rep4	FALSE	44403	0	random	0.792621	0.93389200000000006
31	rep4	TRUE	899	0	random	0.792621	0.93389200000000006
31	rep5	FALSE	45080	0	random	0.78742	0.930344
31	rep5	TRUE	897	0	random	0.78742	0.930344
31	rep6	FALSE	45203	0	random	0.77123	0.927705
31	rep6	TRUE	929	0	random	0.77123	0.927705
31	rep7	FALSE	44919	0	random	0.796507	0.925855
31	rep7	TRUE	913	0	random	0.796507	0.925855
31	rep8	FALSE	44807	0	random	0.794666	0.926473
31	rep8	TRUE	915	0	random	0.794666	0.926473
31	rep9	FALSE	45412	1	random	0.806812	0.924209
31	rep9	TRUE	923	0	random	0.806812	0.924209
32	rep1	FALSE	45608	0	random	0.788869	0.927008
32	rep1	TRUE	455	0	random	0.788869	0.927008
32	rep10	FALSE	45744	1	random	0.792088	0.923111
32	rep10	TRUE	473	0	random	0.792088	0.923111
32	rep2	FALSE	45776	0	random	0.797631	0.927171
32	rep2	TRUE	461	0	random	0.797631	0.927171
32	rep3	FALSE	45288	0	random	0.799911	0.923022
32	rep3	TRUE	457	0	random	0.799911	0.923022
32	rep4	FALSE	45683	0	random	0.79852	0.919051
32	rep4	TRUE	455	0	random	0.79852	0.919051
32	rep5	FALSE	45841	0	random	0.789683	0.924634
32	rep5	TRUE	460	0	random	0.789683	0.924634
32	rep6	FALSE	45463	0	random	0.802638	0.926842
32	rep6	TRUE	464	0	random	0.802638	0.926842
32	rep7	FALSE	45495	0	random	0.80783	0.924953
32	rep7	TRUE	451	0	random	0.80783	0.924953
32	rep8	FALSE	45119	2	random	0.799036	0.928072
32	rep8	TRUE	447	0	random	0.799036	0.928072
32	rep9	FALSE	45301	0	random	0.798738	0.933201
32	rep9	TRUE	464	0	random	0.798738	0.933201
33	rep1	FALSE	45806	0	random	0.796002	0.9259
33	rep1	TRUE	178	0	random	0.796002	0.9259
33	rep10	FALSE	45976	0	random	0.789436	0.92898
33	rep10	TRUE	190	0	random	0.789436	0.92898
33	rep2	FALSE	45918	1	random	0.807113	0.925981
33	rep2	TRUE	180	0	random	0.807113	0.925981
33	rep3	FALSE	45443	0	random	0.810598	0.919568
33	rep3	TRUE	180	0	random	0.810598	0.919568
33	rep4	FALSE	44970	3	random	0.805641	0.927391
33	rep4	TRUE	181	0	random	0.805641	0.927391
33	rep5	FALSE	45932	0	random	0.798132	0.928382
33	rep5	TRUE	185	0	random	0.798132	0.928382
33	rep6	FALSE	45977	0	random	0.815541	0.931907
33	rep6	TRUE	184	0	random	0.815541	0.931907
33	rep7	FALSE	45610	0	random	0.808617	0.919778
33	rep7	TRUE	184	0	random	0.808617	0.919778
33	rep8	FALSE	45483	0	random	0.793993	0.928003
33	rep8	TRUE	177	0	random	0.793993	0.928003
33	rep9	FALSE	45992	0	random	0.815075	0.919401
33	rep9	TRUE	189	0	random	0.815075	0.919401
34	rep1	FALSE	45405	3	random	0.803444	0.914402
34	rep1	TRUE	939	0	random	0.803444	0.914402
34	rep10	FALSE	45760	0	random	0.787434	0.902511
34	rep10	TRUE	942	0	random	0.787434	0.902511
34	rep2	FALSE	45562	0	random	0.803888	0.910611
34	rep2	TRUE	919	0	random	0.803888	0.910611
34	rep3	FALSE	44776	0	random	0.805032	0.917493
34	rep3	TRUE	908	0	random	0.805032	0.917493
34	rep4	FALSE	44703	0	random	0.79237	0.917749
34	rep4	TRUE	902	0	random	0.79237	0.917749
34	rep5	FALSE	45223	0	random	0.783672	0.921382
34	rep5	TRUE	903	0	random	0.783672	0.921382
34	rep6	FALSE	45409	0	random	0.763175	0.914477
34	rep6	TRUE	930	0	random	0.763175	0.914477
34	rep7	FALSE	45163	0	random	0.805129	0.914915
34	rep7	TRUE	920	0	random	0.805129	0.914915
34	rep8	FALSE	45108	0	random	0.807465	0.918846
34	rep8	TRUE	923	0	random	0.807465	0.918846
34	rep9	FALSE	45608	0	random	0.807687	0.903316
34	rep9	TRUE	933	0	random	0.807687	0.903316
35	rep1	FALSE	45811	0	random	0.78194	0.91146
35	rep1	TRUE	456	0	random	0.78194	0.91146
35	rep10	FALSE	45932	0	random	0.805966	0.916422
35	rep10	TRUE	470	0	random	0.805966	0.916422
35	rep2	FALSE	45984	0	random	0.810731	0.916711
35	rep2	TRUE	466	0	random	0.810731	0.916711
35	rep3	FALSE	45576	0	random	0.808036	0.91441
35	rep3	TRUE	457	0	random	0.808036	0.91441
35	rep4	FALSE	45843	0	random	0.798665	0.907911
35	rep4	TRUE	458	0	random	0.798665	0.907911
35	rep5	FALSE	46157	0	random	0.818251	0.915786
35	rep5	TRUE	466	0	random	0.818251	0.915786
35	rep6	FALSE	45746	0	random	0.80771	0.91687
35	rep6	TRUE	468	0	random	0.80771	0.91687
35	rep7	FALSE	45631	0	random	0.823635	0.912907
35	rep7	TRUE	450	0	random	0.823635	0.912907
35	rep8	FALSE	45314	1	random	0.795928	0.921003
35	rep8	TRUE	463	0	random	0.795928	0.921003
35	rep9	FALSE	45628	0	random	0.791611	0.920076
35	rep9	TRUE	465	0	random	0.791611	0.920076
36	rep1	FALSE	46036	0	random	0.796423	0.912274
36	rep1	TRUE	186	0	random	0.796423	0.912274
36	rep10	FALSE	46178	0	random	0.810037	0.908041
36	rep10	TRUE	190	0	random	0.810037	0.908041
36	rep2	FALSE	46204	0	random	0.808041	0.915462
36	rep2	TRUE	183	0	random	0.808041	0.915462
36	rep3	FALSE	45863	0	random	0.799216	0.913794
36	rep3	TRUE	184	0	random	0.799216	0.913794
36	rep4	FALSE	45223	0	random	0.78208	0.919059
36	rep4	TRUE	181	0	random	0.78208	0.919059
36	rep5	FALSE	46248	0	random	0.794174	0.912458
36	rep5	TRUE	188	0	random	0.794174	0.912458
36	rep6	FALSE	46311	0	random	0.788347	0.912726
36	rep6	TRUE	184	0	random	0.788347	0.912726
36	rep7	FALSE	45883	0	random	0.798163	0.917804
36	rep7	TRUE	186	0	random	0.798163	0.917804
36	rep8	FALSE	45802	1	random	0.79845	0.91396
36	rep8	TRUE	176	0	random	0.79845	0.91396
36	rep9	FALSE	46188	0	random	0.805112	0.920656
36	rep9	TRUE	187	0	random	0.805112	0.920656
1	rep1	FALSE	42853	120	selection	0.796044	0.905534
1	rep1	TRUE	851	34	selection	0.796044	0.905534
1	rep10	FALSE	42848	175	selection	0.79706	0.90623
1	rep10	TRUE	812	50	selection	0.79706	0.90623
1	rep2	FALSE	43493	154	selection	0.79824	0.912082
1	rep2	TRUE	819	54	selection	0.79824	0.912082
1	rep3	FALSE	42389	204	selection	0.792465	0.914588
1	rep3	TRUE	808	51	selection	0.792465	0.914588
1	rep4	FALSE	42432	139	selection	0.796082	0.921685
1	rep4	TRUE	811	47	selection	0.796082	0.921685
1	rep5	FALSE	43271	115	selection	0.776848	0.915727
1	rep5	TRUE	823	40	selection	0.776848	0.915727
1	rep6	FALSE	43012	145	selection	0.792912	0.918442
1	rep6	TRUE	827	48	selection	0.792912	0.918442
1	rep7	FALSE	42518	216	selection	0.783708	0.919283
1	rep7	TRUE	810	45	selection	0.783708	0.919283
1	rep8	FALSE	42289	108	selection	0.791733	0.912335
1	rep8	TRUE	808	50	selection	0.791733	0.912335
1	rep9	FALSE	42965	210	selection	0.787285	0.912937
1	rep9	TRUE	814	52	selection	0.787285	0.912937
2	rep1	FALSE	42722	198	selection	0.790648	0.91082
2	rep1	TRUE	365	50	selection	0.790648	0.91082
2	rep10	FALSE	42919	159	selection	0.799134	0.906536
2	rep10	TRUE	391	41	selection	0.799134	0.906536
2	rep2	FALSE	43518	202	selection	0.800688	0.911228
2	rep2	TRUE	392	48	selection	0.800688	0.911228
2	rep3	FALSE	43310	166	selection	0.796336	0.912959
2	rep3	TRUE	398	45	selection	0.796336	0.912959
2	rep4	FALSE	43574	197	selection	0.805627	0.911604
2	rep4	TRUE	381	46	selection	0.805627	0.911604
2	rep5	FALSE	44030	211	selection	0.790612	0.90938
2	rep5	TRUE	384	50	selection	0.790612	0.90938
2	rep6	FALSE	43161	161	selection	0.804902	0.913538
2	rep6	TRUE	391	44	selection	0.804902	0.913538
2	rep7	FALSE	42948	188	selection	0.803574	0.918236
2	rep7	TRUE	365	53	selection	0.803574	0.918236
2	rep8	FALSE	42945	222	selection	0.803226	0.914435
2	rep8	TRUE	373	47	selection	0.803226	0.914435
2	rep9	FALSE	43121	166	selection	0.790928	0.920354
2	rep9	TRUE	389	40	selection	0.790928	0.920354
3	rep1	FALSE	43137	305	selection	0.819756	0.915112
3	rep1	TRUE	125	42	selection	0.819756	0.915112
3	rep10	FALSE	42884	269	selection	0.807188	0.911066
3	rep10	TRUE	123	44	selection	0.807188	0.911066
3	rep2	FALSE	43812	287	selection	0.826569	0.91563
3	rep2	TRUE	121	44	selection	0.826569	0.91563
3	rep3	FALSE	42835	383	selection	0.802641	0.908174
3	rep3	TRUE	118	45	selection	0.802641	0.908174
3	rep4	FALSE	42487	192	selection	0.813639	0.918086
3	rep4	TRUE	139	30	selection	0.813639	0.918086
3	rep5	FALSE	43216	242	selection	0.825813	0.914771
3	rep5	TRUE	124	40	selection	0.825813	0.914771
3	rep6	FALSE	43490	255	selection	0.825977	0.914076
3	rep6	TRUE	136	45	selection	0.825977	0.914076
3	rep7	FALSE	43299	303	selection	0.817546	0.910928
3	rep7	TRUE	131	41	selection	0.817546	0.910928
3	rep8	FALSE	43432	258	selection	0.829393	0.909183
3	rep8	TRUE	115	49	selection	0.829393	0.909183
3	rep9	FALSE	43359	304	selection	0.815744	0.917095
3	rep9	TRUE	123	44	selection	0.815744	0.917095
4	rep1	FALSE	42705	124	selection	0.801819	0.924185
4	rep1	TRUE	841	41	selection	0.801819	0.924185
4	rep10	FALSE	43177	140	selection	0.815572	0.915591
4	rep10	TRUE	823	48	selection	0.815572	0.915591
4	rep2	FALSE	42895	212	selection	0.813327	0.916689
4	rep2	TRUE	823	60	selection	0.813327	0.916689
4	rep3	FALSE	42011	247	selection	0.797471	0.924358
4	rep3	TRUE	794	53	selection	0.797471	0.924358
4	rep4	FALSE	42082	185	selection	0.815141	0.922369
4	rep4	TRUE	784	52	selection	0.815141	0.922369
4	rep5	FALSE	43192	214	selection	0.808074	0.92113
4	rep5	TRUE	808	67	selection	0.808074	0.92113
4	rep6	FALSE	42077	221	selection	0.797339	0.923973
4	rep6	TRUE	805	59	selection	0.797339	0.923973
4	rep7	FALSE	42362	227	selection	0.800726	0.914617
4	rep7	TRUE	805	52	selection	0.800726	0.914617
4	rep8	FALSE	42332	129	selection	0.805172	0.914935
4	rep8	TRUE	808	44	selection	0.805172	0.914935
4	rep9	FALSE	42301	284	selection	0.817346	0.918012
4	rep9	TRUE	809	59	selection	0.817346	0.918012
5	rep1	FALSE	42811	310	selection	0.799725	0.921673
5	rep1	TRUE	359	55	selection	0.799725	0.921673
5	rep10	FALSE	42975	259	selection	0.814527	0.917872
5	rep10	TRUE	383	52	selection	0.814527	0.917872
5	rep2	FALSE	43116	242	selection	0.811192	0.921208
5	rep2	TRUE	380	52	selection	0.811192	0.921208
5	rep3	FALSE	42633	233	selection	0.81273	0.924722
5	rep3	TRUE	375	54	selection	0.81273	0.924722
5	rep4	FALSE	42994	338	selection	0.820769	0.921207
5	rep4	TRUE	357	59	selection	0.820769	0.921207
5	rep5	FALSE	43514	225	selection	0.809256	0.917542
5	rep5	TRUE	382	55	selection	0.809256	0.917542
5	rep6	FALSE	43200	146	selection	0.810862	0.922112
5	rep6	TRUE	382	46	selection	0.810862	0.922112
5	rep7	FALSE	42585	222	selection	0.826613	0.921187
5	rep7	TRUE	362	48	selection	0.826613	0.921187
5	rep8	FALSE	42783	204	selection	0.802887	0.92254
5	rep8	TRUE	365	48	selection	0.802887	0.92254
5	rep9	FALSE	43007	191	selection	0.816171	0.918397
5	rep9	TRUE	379	49	selection	0.816171	0.918397
6	rep1	FALSE	43325	253	selection	0.828447	0.922043
6	rep1	TRUE	121	41	selection	0.828447	0.922043
6	rep10	FALSE	42635	375	selection	0.810039	0.922089
6	rep10	TRUE	118	47	selection	0.810039	0.922089
6	rep2	FALSE	42969	306	selection	0.841724	0.922795
6	rep2	TRUE	111	49	selection	0.841724	0.922795
6	rep3	FALSE	42209	363	selection	0.829557	0.920265
6	rep3	TRUE	121	44	selection	0.829557	0.920265
6	rep4	FALSE	42266	290	selection	0.824025	0.923427
6	rep4	TRUE	136	31	selection	0.824025	0.923427
6	rep5	FALSE	42896	272	selection	0.837359	0.920538
6	rep5	TRUE	125	44	selection	0.837359	0.920538
6	rep6	FALSE	43635	324	selection	0.844393	0.918485
6	rep6	TRUE	124	46	selection	0.844393	0.918485
6	rep7	FALSE	43488	367	selection	0.817948	0.915317
6	rep7	TRUE	120	52	selection	0.817948	0.915317
6	rep8	FALSE	42399	288	selection	0.82834	0.922563
6	rep8	TRUE	111	45	selection	0.82834	0.922563
6	rep9	FALSE	43017	276	selection	0.839322	0.914854
6	rep9	TRUE	124	38	selection	0.839322	0.914854
7	rep1	FALSE	42259	257	selection	0.812671	0.930525
7	rep1	TRUE	808	62	selection	0.812671	0.930525
7	rep10	FALSE	42645	214	selection	0.823927	0.926194
7	rep10	TRUE	810	59	selection	0.823927	0.926194
7	rep2	FALSE	42974	236	selection	0.830217	0.921181
7	rep2	TRUE	797	69	selection	0.830217	0.921181
7	rep3	FALSE	41543	273	selection	0.821423	0.925324
7	rep3	TRUE	779	67	selection	0.821423	0.925324
7	rep4	FALSE	41824	195	selection	0.819915	0.924737
7	rep4	TRUE	768	61	selection	0.819915	0.924737
7	rep5	FALSE	42444	224	selection	0.810971	0.930409
7	rep5	TRUE	783	65	selection	0.810971	0.930409
7	rep6	FALSE	42410	234	selection	0.826153	0.931987
7	rep6	TRUE	795	70	selection	0.826153	0.931987
7	rep7	FALSE	42060	261	selection	0.811814	0.928824
7	rep7	TRUE	776	67	selection	0.811814	0.928824
7	rep8	FALSE	41515	243	selection	0.827883	0.929474
7	rep8	TRUE	775	57	selection	0.827883	0.929474
7	rep9	FALSE	42712	249	selection	0.82215	0.9252
7	rep9	TRUE	799	64	selection	0.82215	0.9252
8	rep1	FALSE	42204	372	selection	0.822673	0.931402
8	rep1	TRUE	351	58	selection	0.822673	0.931402
8	rep10	FALSE	42422	277	selection	0.833362	0.929171
8	rep10	TRUE	376	48	selection	0.833362	0.929171
8	rep2	FALSE	43065	281	selection	0.832826	0.930618
8	rep2	TRUE	373	59	selection	0.832826	0.930618
8	rep3	FALSE	42078	285	selection	0.834057	0.925492
8	rep3	TRUE	362	63	selection	0.834057	0.925492
8	rep4	FALSE	42758	262	selection	0.815919	0.929767
8	rep4	TRUE	368	55	selection	0.815919	0.929767
8	rep5	FALSE	43307	304	selection	0.831823	0.926962
8	rep5	TRUE	367	60	selection	0.831823	0.926962
8	rep6	FALSE	42449	209	selection	0.824635	0.926696
8	rep6	TRUE	374	50	selection	0.824635	0.926696
8	rep7	FALSE	42054	309	selection	0.840414	0.93276
8	rep7	TRUE	344	59	selection	0.840414	0.93276
8	rep8	FALSE	41946	347	selection	0.829964	0.932168
8	rep8	TRUE	330	65	selection	0.829964	0.932168
8	rep9	FALSE	42783	252	selection	0.831668	0.929951
8	rep9	TRUE	364	60	selection	0.831668	0.929951
9	rep1	FALSE	42442	404	selection	0.840442	0.924994
9	rep1	TRUE	116	45	selection	0.840442	0.924994
9	rep10	FALSE	42658	341	selection	0.844777	0.927397
9	rep10	TRUE	120	44	selection	0.844777	0.927397
9	rep2	FALSE	42975	397	selection	0.852441	0.929997
9	rep2	TRUE	121	40	selection	0.852441	0.929997
9	rep3	FALSE	41660	390	selection	0.834744	0.92762
9	rep3	TRUE	113	44	selection	0.834744	0.92762
9	rep4	FALSE	41892	407	selection	0.854471	0.928483
9	rep4	TRUE	121	42	selection	0.854471	0.928483
9	rep5	FALSE	42987	339	selection	0.849129	0.927463
9	rep5	TRUE	118	48	selection	0.849129	0.927463
9	rep6	FALSE	42830	321	selection	0.862625	0.928778
9	rep6	TRUE	122	45	selection	0.862625	0.928778
9	rep7	FALSE	42654	380	selection	0.847185	0.925918
9	rep7	TRUE	129	43	selection	0.847185	0.925918
9	rep8	FALSE	42521	350	selection	0.842332	0.926051
9	rep8	TRUE	97	59	selection	0.842332	0.926051
9	rep9	FALSE	42141	462	selection	0.836713	0.926083
9	rep9	TRUE	116	48	selection	0.836713	0.926083
10	rep1	FALSE	43984	69	selection	0.778199	0.917925
10	rep1	TRUE	868	33	selection	0.778199	0.917925
10	rep10	FALSE	44296	55	selection	0.785772	0.906938
10	rep10	TRUE	871	29	selection	0.785772	0.906938
10	rep2	FALSE	44466	100	selection	0.782627	0.902178
10	rep2	TRUE	863	37	selection	0.782627	0.902178
10	rep3	FALSE	43455	105	selection	0.786184	0.907026
10	rep3	TRUE	850	38	selection	0.786184	0.907026
10	rep4	FALSE	43824	84	selection	0.798415	0.917279
10	rep4	TRUE	841	33	selection	0.798415	0.917279
10	rep5	FALSE	44244	112	selection	0.779158	0.918163
10	rep5	TRUE	852	32	selection	0.779158	0.918163
10	rep6	FALSE	44076	79	selection	0.790916	0.912394
10	rep6	TRUE	851	32	selection	0.790916	0.912394
10	rep7	FALSE	43806	91	selection	0.794828	0.910781
10	rep7	TRUE	850	34	selection	0.794828	0.910781
10	rep8	FALSE	43552	60	selection	0.778906	0.912587
10	rep8	TRUE	852	27	selection	0.778906	0.912587
10	rep9	FALSE	43973	114	selection	0.782197	0.913044
10	rep9	TRUE	844	46	selection	0.782197	0.913044
11	rep1	FALSE	44011	122	selection	0.790329	0.914302
11	rep1	TRUE	411	38	selection	0.790329	0.914302
11	rep10	FALSE	44247	100	selection	0.792183	0.90492
11	rep10	TRUE	418	36	selection	0.792183	0.90492
11	rep2	FALSE	44765	83	selection	0.795698	0.91328
11	rep2	TRUE	410	37	selection	0.795698	0.91328
11	rep3	FALSE	44249	142	selection	0.779237	0.914153
11	rep3	TRUE	417	34	selection	0.779237	0.914153
11	rep4	FALSE	44653	135	selection	0.791147	0.90449
11	rep4	TRUE	402	40	selection	0.791147	0.90449
11	rep5	FALSE	44903	131	selection	0.778565	0.906672
11	rep5	TRUE	419	32	selection	0.778565	0.906672
11	rep6	FALSE	44401	74	selection	0.780751	0.90984
11	rep6	TRUE	419	32	selection	0.780751	0.90984
11	rep7	FALSE	43755	140	selection	0.799552	0.90888
11	rep7	TRUE	387	38	selection	0.799552	0.90888
11	rep8	FALSE	43826	117	selection	0.785747	0.919186
11	rep8	TRUE	396	34	selection	0.785747	0.919186
11	rep9	FALSE	44326	78	selection	0.797888	0.913617
11	rep9	TRUE	416	32	selection	0.797888	0.913617
12	rep1	FALSE	44072	217	selection	0.78642	0.910658
12	rep1	TRUE	143	32	selection	0.78642	0.910658
12	rep10	FALSE	44246	94	selection	0.788107	0.907034
12	rep10	TRUE	143	34	selection	0.788107	0.907034
12	rep2	FALSE	43845	153	selection	0.80562	0.92075
12	rep2	TRUE	130	36	selection	0.80562	0.92075
12	rep3	FALSE	43775	212	selection	0.807169	0.909747
12	rep3	TRUE	132	37	selection	0.807169	0.909747
12	rep4	FALSE	43808	115	selection	0.80932	0.917098
12	rep4	TRUE	142	30	selection	0.80932	0.917098
12	rep5	FALSE	44419	159	selection	0.798952	0.913353
12	rep5	TRUE	142	37	selection	0.798952	0.913353
12	rep6	FALSE	44650	175	selection	0.783987	0.913543
12	rep6	TRUE	149	29	selection	0.783987	0.913543
12	rep7	FALSE	44620	177	selection	0.802743	0.913673
12	rep7	TRUE	149	32	selection	0.802743	0.913673
12	rep8	FALSE	44058	177	selection	0.808939	0.914736
12	rep8	TRUE	134	35	selection	0.808939	0.914736
12	rep9	FALSE	44276	211	selection	0.790839	0.917438
12	rep9	TRUE	131	38	selection	0.790839	0.917438
13	rep1	FALSE	43533	90	selection	0.798768	0.924922
13	rep1	TRUE	862	33	selection	0.798768	0.924922
13	rep10	FALSE	43701	124	selection	0.786848	0.923389
13	rep10	TRUE	849	33	selection	0.786848	0.923389
13	rep2	FALSE	44017	133	selection	0.801653	0.917093
13	rep2	TRUE	852	38	selection	0.801653	0.917093
13	rep3	FALSE	43302	109	selection	0.797314	0.930055
13	rep3	TRUE	829	46	selection	0.797314	0.930055
13	rep4	FALSE	43385	94	selection	0.80019	0.926535
13	rep4	TRUE	822	37	selection	0.80019	0.926535
13	rep5	FALSE	43982	126	selection	0.798922	0.930966
13	rep5	TRUE	845	40	selection	0.798922	0.930966
13	rep6	FALSE	44362	81	selection	0.809431	0.925393
13	rep6	TRUE	868	30	selection	0.809431	0.925393
13	rep7	FALSE	43445	137	selection	0.799887	0.925978
13	rep7	TRUE	852	35	selection	0.799887	0.925978
13	rep8	FALSE	43260	75	selection	0.804056	0.923921
13	rep8	TRUE	835	30	selection	0.804056	0.923921
13	rep9	FALSE	43743	109	selection	0.803098	0.92468
13	rep9	TRUE	860	34	selection	0.803098	0.92468
14	rep1	FALSE	43662	157	selection	0.788083	0.9268
14	rep1	TRUE	402	34	selection	0.788083	0.9268
14	rep10	FALSE	44068	143	selection	0.813787	0.930416
14	rep10	TRUE	408	47	selection	0.813787	0.930416
14	rep2	FALSE	44198	117	selection	0.807784	0.924465
14	rep2	TRUE	399	41	selection	0.807784	0.924465
14	rep3	FALSE	44190	110	selection	0.806851	0.916816
14	rep3	TRUE	417	36	selection	0.806851	0.916816
14	rep4	FALSE	44365	135	selection	0.803472	0.921591
14	rep4	TRUE	389	42	selection	0.803472	0.921591
14	rep5	FALSE	44567	168	selection	0.803948	0.918125
14	rep5	TRUE	409	35	selection	0.803948	0.918125
14	rep6	FALSE	44118	123	selection	0.815393	0.925048
14	rep6	TRUE	392	40	selection	0.815393	0.925048
14	rep7	FALSE	43583	162	selection	0.806403	0.924049
14	rep7	TRUE	388	42	selection	0.806403	0.924049
14	rep8	FALSE	43745	153	selection	0.797564	0.928097
14	rep8	TRUE	383	47	selection	0.797564	0.928097
14	rep9	FALSE	43968	105	selection	0.807164	0.924994
